date,fps,time,plyrName,plyrInventory,plyrArmor,plyrOffhand,plyrStatus,plyrLocation,plyrHealth,plyrHunger,plyrSat,plyrView,plyrFacing,plyrSelectedSlot,plyrSelectedItem,plyrRideState,plyrRideVehicle,plyrMomentum
2025-01-09,38.0,19:44:36.597408300,literal{minecrafter256},"[Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta='')]","Armor Slot 0: None, Count: 0; Armor Slot 1: None, Count: 0; Armor Slot 2: None, Count: 0; Armor Slot 3: None, Count: 0; ","Offhand: None, Count: 0; ",[],"(102.8253659885526, 73.0, 163.01956758562017)",20.0,20.0,20.0,"[0.3186534122568325, -0.04449055951121817, -0.9468265907606608]","('west',)","(6,)","('0 minecraft:air',)","(False,)","('Player is not currently riding anything',)",0.0784000015258789
date,fps,time,plyrName,plyrInventory,plyrArmor,plyrOffhand,plyrStatus,plyrLocation,plyrHealth,plyrHunger,plyrSat,plyrView,plyrFacing,plyrSelectedSlot,plyrSelectedItem,plyrRideState,plyrRideVehicle,plyrMomentum
2025-01-09,38.0,19:44:36.615016300,literal{minecrafter256},"[Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta='')]","Armor Slot 0: None, Count: 0; Armor Slot 1: None, Count: 0; Armor Slot 2: None, Count: 0; Armor Slot 3: None, Count: 0; ","Offhand: None, Count: 0; ",[],"(102.8253659885526, 73.0, 163.01956758562017)",20.0,20.0,20.0,"[0.3186534122568325, -0.04449055951121817, -0.9468265907606608]","('west',)","(6,)","('0 minecraft:air',)","(False,)","('Player is not currently riding anything',)",0.0784000015258789
date,fps,time,plyrName,plyrInventory,plyrArmor,plyrOffhand,plyrStatus,plyrLocation,plyrHealth,plyrHunger,plyrSat,plyrView,plyrFacing,plyrSelectedSlot,plyrSelectedItem,plyrRideState,plyrRideVehicle,plyrMomentum
2025-01-09,38.0,19:44:36.618016300,literal{minecrafter256},"[Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta='')]","Armor Slot 0: None, Count: 0; Armor Slot 1: None, Count: 0; Armor Slot 2: None, Count: 0; Armor Slot 3: None, Count: 0; ","Offhand: None, Count: 0; ",[],"(102.8253659885526, 73.0, 163.01956758562017)",20.0,20.0,20.0,"[0.3186534122568325, -0.04449055951121817, -0.9468265907606608]","('west',)","(6,)","('0 minecraft:air',)","(False,)","('Player is not currently riding anything',)",0.0784000015258789
date,fps,time,plyrName,plyrInventory,plyrArmor,plyrOffhand,plyrStatus,plyrLocation,plyrHealth,plyrHunger,plyrSat,plyrView,plyrFacing,plyrSelectedSlot,plyrSelectedItem,plyrRideState,plyrRideVehicle,plyrMomentum
2025-01-09,38.0,19:44:36.621543,literal{minecrafter256},"[Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta='')]","Armor Slot 0: None, Count: 0; Armor Slot 1: None, Count: 0; Armor Slot 2: None, Count: 0; Armor Slot 3: None, Count: 0; ","Offhand: None, Count: 0; ",[],"(102.8253659885526, 73.0, 163.01956758562017)",20.0,20.0,20.0,"[0.3186534122568325, -0.04449055951121817, -0.9468265907606608]","('west',)","(6,)","('0 minecraft:air',)","(False,)","('Player is not currently riding anything',)",0.0784000015258789
date,fps,time,plyrName,plyrInventory,plyrArmor,plyrOffhand,plyrStatus,plyrLocation,plyrHealth,plyrHunger,plyrSat,plyrView,plyrFacing,plyrSelectedSlot,plyrSelectedItem,plyrRideState,plyrRideVehicle,plyrMomentum
2025-01-09,38.0,19:44:36.623543200,literal{minecrafter256},"[Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta='')]","Armor Slot 0: None, Count: 0; Armor Slot 1: None, Count: 0; Armor Slot 2: None, Count: 0; Armor Slot 3: None, Count: 0; ","Offhand: None, Count: 0; ",[],"(102.8253659885526, 73.0, 163.01956758562017)",20.0,20.0,20.0,"[0.3186534122568325, -0.04449055951121817, -0.9468265907606608]","('west',)","(6,)","('0 minecraft:air',)","(False,)","('Player is not currently riding anything',)",0.0784000015258789
