date,fps,time,plyrName,plyrInventory,plyrArmor,plyrOffhand,plyrStatus,plyrLocation,plyrHealth,plyrHunger,plyrSat,plyrView,plyrFacing
2024-12-25,304.0,16:32:33.036035100,literal{RaiyyanSiddiqui},"[Item(name=' Iron Axe', count=1, meta=''), Item(name=' Diamond Pickaxe', count=1, meta=''), Item(name=' Diamond Shovel', count=1, meta=''), Item(name=' Crafting Table', count=1, meta=''), Item(name=' Dirt', count=64, meta=''), Item(name=' Cooked Chicken', count=54, meta=''), Item(name=' Dirt', count=64, meta=''), Item(name=' Water Bucket', count=1, meta=''), Item(name=' White Bed', count=1, meta=''), Item(name=' Dandelion', count=2, meta=''), Item(name=' Cooked Chicken', count=64, meta=''), Item(name=' Dirt', count=64, meta=''), Item(name=' Dirt', count=27, meta=''), Item(name=' Egg', count=1, meta=''), Item(name=' Wheat Seeds', count=1, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' Compass', count=1, meta=''), Item(name=' Flint and Steel', count=1, meta=''), Item(name=' Shears', count=1, meta=''), Item(name=' Sweet Berries', count=33, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' Cobblestone', count=21, meta=''), Item(name=' Stone', count=13, meta=''), Item(name=' Bucket', count=1, meta=''), Item(name=' Furnace', count=1, meta='')]","Armor Slot 0: Iron Boots, Count: 1; Armor Slot 1: Iron Leggings, Count: 1; Armor Slot 2: Iron Chestplate, Count: 1; Armor Slot 3: Iron Helmet, Count: 1; ","Offhand: Shield, Count: 1; ",No current Effects,"(18.18776983648001, 68.0, -74.15895616925613)",18.0,17.0,0.0,"[0.3026669523578658, -0.8957097945663799, -0.32572485300979853]",west
date,fps,time,plyrName,plyrInventory,plyrArmor,plyrOffhand,plyrStatus,plyrLocation,plyrHealth,plyrHunger,plyrSat,plyrView,plyrFacing
2024-12-25,304.0,16:32:33.087896700,literal{RaiyyanSiddiqui},"[Item(name=' Iron Axe', count=1, meta=''), Item(name=' Diamond Pickaxe', count=1, meta=''), Item(name=' Diamond Shovel', count=1, meta=''), Item(name=' Crafting Table', count=1, meta=''), Item(name=' Dirt', count=64, meta=''), Item(name=' Cooked Chicken', count=54, meta=''), Item(name=' Dirt', count=64, meta=''), Item(name=' Water Bucket', count=1, meta=''), Item(name=' White Bed', count=1, meta=''), Item(name=' Dandelion', count=2, meta=''), Item(name=' Cooked Chicken', count=64, meta=''), Item(name=' Dirt', count=64, meta=''), Item(name=' Dirt', count=27, meta=''), Item(name=' Egg', count=1, meta=''), Item(name=' Wheat Seeds', count=1, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' Compass', count=1, meta=''), Item(name=' Flint and Steel', count=1, meta=''), Item(name=' Shears', count=1, meta=''), Item(name=' Sweet Berries', count=33, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' Cobblestone', count=21, meta=''), Item(name=' Stone', count=13, meta=''), Item(name=' Bucket', count=1, meta=''), Item(name=' Furnace', count=1, meta='')]","Armor Slot 0: Iron Boots, Count: 1; Armor Slot 1: Iron Leggings, Count: 1; Armor Slot 2: Iron Chestplate, Count: 1; Armor Slot 3: Iron Helmet, Count: 1; ","Offhand: Shield, Count: 1; ",No current Effects,"(18.18776983648001, 68.0, -74.15895616925613)",18.0,17.0,0.0,"[0.3026669523578658, -0.8957097945663799, -0.32572485300979853]",west
date,fps,time,plyrName,plyrInventory,plyrArmor,plyrOffhand,plyrStatus,plyrLocation,plyrHealth,plyrHunger,plyrSat,plyrView,plyrFacing
2024-12-25,304.0,16:32:33.135768800,literal{RaiyyanSiddiqui},"[Item(name=' Iron Axe', count=1, meta=''), Item(name=' Diamond Pickaxe', count=1, meta=''), Item(name=' Diamond Shovel', count=1, meta=''), Item(name=' Crafting Table', count=1, meta=''), Item(name=' Dirt', count=64, meta=''), Item(name=' Cooked Chicken', count=54, meta=''), Item(name=' Dirt', count=64, meta=''), Item(name=' Water Bucket', count=1, meta=''), Item(name=' White Bed', count=1, meta=''), Item(name=' Dandelion', count=2, meta=''), Item(name=' Cooked Chicken', count=64, meta=''), Item(name=' Dirt', count=64, meta=''), Item(name=' Dirt', count=27, meta=''), Item(name=' Egg', count=1, meta=''), Item(name=' Wheat Seeds', count=1, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' Compass', count=1, meta=''), Item(name=' Flint and Steel', count=1, meta=''), Item(name=' Shears', count=1, meta=''), Item(name=' Sweet Berries', count=33, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' Cobblestone', count=21, meta=''), Item(name=' Stone', count=13, meta=''), Item(name=' Bucket', count=1, meta=''), Item(name=' Furnace', count=1, meta='')]","Armor Slot 0: Iron Boots, Count: 1; Armor Slot 1: Iron Leggings, Count: 1; Armor Slot 2: Iron Chestplate, Count: 1; Armor Slot 3: Iron Helmet, Count: 1; ","Offhand: Shield, Count: 1; ",No current Effects,"(18.18776983648001, 68.0, -74.15895616925613)",18.0,17.0,0.0,"[0.3026669523578658, -0.8957097945663799, -0.32572485300979853]",west
date,fps,time,plyrName,plyrInventory,plyrArmor,plyrOffhand,plyrStatus,plyrLocation,plyrHealth,plyrHunger,plyrSat,plyrView,plyrFacing
2024-12-25,304.0,16:32:33.185635500,literal{RaiyyanSiddiqui},"[Item(name=' Iron Axe', count=1, meta=''), Item(name=' Diamond Pickaxe', count=1, meta=''), Item(name=' Diamond Shovel', count=1, meta=''), Item(name=' Crafting Table', count=1, meta=''), Item(name=' Dirt', count=64, meta=''), Item(name=' Cooked Chicken', count=54, meta=''), Item(name=' Dirt', count=64, meta=''), Item(name=' Water Bucket', count=1, meta=''), Item(name=' White Bed', count=1, meta=''), Item(name=' Dandelion', count=2, meta=''), Item(name=' Cooked Chicken', count=64, meta=''), Item(name=' Dirt', count=64, meta=''), Item(name=' Dirt', count=27, meta=''), Item(name=' Egg', count=1, meta=''), Item(name=' Wheat Seeds', count=1, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' Compass', count=1, meta=''), Item(name=' Flint and Steel', count=1, meta=''), Item(name=' Shears', count=1, meta=''), Item(name=' Sweet Berries', count=33, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' Cobblestone', count=21, meta=''), Item(name=' Stone', count=13, meta=''), Item(name=' Bucket', count=1, meta=''), Item(name=' Furnace', count=1, meta='')]","Armor Slot 0: Iron Boots, Count: 1; Armor Slot 1: Iron Leggings, Count: 1; Armor Slot 2: Iron Chestplate, Count: 1; Armor Slot 3: Iron Helmet, Count: 1; ","Offhand: Shield, Count: 1; ",No current Effects,"(18.18776983648001, 68.0, -74.15895616925613)",18.0,17.0,0.0,"[0.30106967879921853, -0.8968707980120793, -0.32400589528727963]",west
date,fps,time,plyrName,plyrInventory,plyrArmor,plyrOffhand,plyrStatus,plyrLocation,plyrHealth,plyrHunger,plyrSat,plyrView,plyrFacing
2024-12-25,304.0,16:32:33.236499500,literal{RaiyyanSiddiqui},"[Item(name=' Iron Axe', count=1, meta=''), Item(name=' Diamond Pickaxe', count=1, meta=''), Item(name=' Diamond Shovel', count=1, meta=''), Item(name=' Crafting Table', count=1, meta=''), Item(name=' Dirt', count=64, meta=''), Item(name=' Cooked Chicken', count=54, meta=''), Item(name=' Dirt', count=64, meta=''), Item(name=' Water Bucket', count=1, meta=''), Item(name=' White Bed', count=1, meta=''), Item(name=' Dandelion', count=2, meta=''), Item(name=' Cooked Chicken', count=64, meta=''), Item(name=' Dirt', count=64, meta=''), Item(name=' Dirt', count=27, meta=''), Item(name=' Egg', count=1, meta=''), Item(name=' Wheat Seeds', count=1, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' Compass', count=1, meta=''), Item(name=' Flint and Steel', count=1, meta=''), Item(name=' Shears', count=1, meta=''), Item(name=' Sweet Berries', count=33, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' None', count=0, meta=''), Item(name=' Cobblestone', count=21, meta=''), Item(name=' Stone', count=13, meta=''), Item(name=' Bucket', count=1, meta=''), Item(name=' Furnace', count=1, meta='')]","Armor Slot 0: Iron Boots, Count: 1; Armor Slot 1: Iron Leggings, Count: 1; Armor Slot 2: Iron Chestplate, Count: 1; Armor Slot 3: Iron Helmet, Count: 1; ","Offhand: Shield, Count: 1; ",No current Effects,"(18.18776983648001, 68.0, -74.15895616925613)",18.0,17.0,0.0,"[0.2866028402720329, -0.9070421529475166, -0.308436938002467]",west
